address,prize_id,prize_name
3PHxLhiBttTryTsTBYRWYn742NmMigwM34s,1,Perch
3PBrz1kp2aaDoaxUtiFApDZP1gZeWanBrsi,1,Perch
3PG3tSEyXEXVAHW8GAqBGjgw6CvpZSozWZA,1,Perch
3PK8VT7UG7NPaKA3Z3KkhNHfuPtGgjSfjrd,1,Perch
3PFi4u2pgVjsLUsw5MdKLYAbrpMMZx7jCJQ,1,Perch
3PMwqgdbcjwHjBxGaciq3bRc9E4sCfKpvcc,1,Perch
3PD9KoGWSkUxhgMnh81gydc2s8aJgj3njka,1,Perch
3PDWFMk6js2HRH9dTiyTzmmNgkMBi5ZHs81,1,Perch
3PPEcVQToXjLYwoxU32Y7zNHGfXa3R7ud47,1,Perch
3P1yejrQHB5vfKWS47erjYrqXbC8msgM7zP,1,Perch
3PNhUxvxkxgQHr41oC9cBKPszvSgTNc5HYa,1,Perch
3PEd5BXLsbKeUK6tBGtA2M1vhy3GtDSAJCe,1,Perch
3PNeGuBUk5MmD3qNJ8RDBTGdvG71Ungi2Ca,1,Perch
3PNLMQrHNLW6mCzsw4zdqUuMFdVZorP83Mk,1,Perch
3PGCAp6z1m9iyUZTShUkT8mvBcTdRjxm1Sq,1,Perch
3PLHTGNZag9dKemyHg5qWFRp9CuSxNhV9ho,1,Perch
3P3A3hhkiCghUhvUUomk2wh36mSLnc1t4CH,1,Perch
3PNeGtyF4JVtaZYcU8h2tw77KQ8Rx4MfZKP,1,Perch
3PPe3yz95pFFs9dTAZqaCv1JH7E7Rqxf5Qt,1,Perch
3P7KbVqkanBor8VxP6RUoVG4fMA8Fvb8CaW,1,Perch
3PExcr5CSnZphpmNJWy32QQi1AdAZs2vb4t,1,Perch
3PMB9xLPM8kE9kBfXyDjX12uDd4RZmUMw7c,1,Perch
3P3Hz9QQaku36ipLcvxCtydLWbSBk3snR6W,1,Perch
3P9RdSXAPDxQBZkjvSwaBNtdp4iDSbd5ZYv,1,Perch
3P9kh4dDtMrBit9TmBEhyyvA5uVZRVVi14v,1,Perch
3PKSPGgFuaXcgbTKoXyTwiQVrAafuqn11cb,1,Perch
3PNQkmTyBvCQMYJ4JUMUVr6MMtF4kjDuuo2,1,Perch
3PQhGvLgHdUt4GviS8wX5ZwqAZQPv5mnUoi,1,Perch
3PKQUkFTrECFwPqMFHVPxSQrqcjXfx1AxoX,1,Perch
3P2RQcs7pidJ7CvGGVeoYAXAUvzKoZeJYpC,0,Mantle xMantle x1Genesis Duck
3PNqU74bKMnKnnuXB5m7GAFpc4J2GH7Py8U,0,Mantle xMantle x1Genesis Duck
3PHAR8mCbfMayNqAJFMkDVstVukm5HdwmRz,0,Mantle xMantle x1Genesis Duck
3PRE7XLZ4CJZPKpUuJoRURNGvFiLHcK64rK,0,Mantle xMantle x1Genesis Duck
3PGkj3U4dYapAE2TocywTLFLF98haq8idcr,0,Mantle xMantle x1Genesis Duck
3PBesGSATkt3aec9FoTZYSU8iREGrosntSf,0,Mantle xMantle x1Genesis Duck
3PAq1NXcaKrnNEBfD6NsVsjN4kzRyvnP5kw,0,Mantle xMantle x1Genesis Duck
3PE25EsPn265kAMEC3dGqncRKxZVkzynX9P,0,Mantle xMantle x1Genesis Duck
3PKojKW3HqwxRddtN4cSnaGHX9dbFmRtT6T,0,Mantle xMantle x1Genesis Duck
3P25RzqHp5c6LjQcQQHAnyNYf723Mwk8Tao,0,Mantle xMantle x1Genesis Duck
3PE4nB2PDuZ4LCFhBHhCbDTnKVmG9TDHvyx,0,Mantle xMantle x1Genesis Duck
